name,category,rating,address,subtypes,type,price_estimate,description,combined_text
Bakmi Jawa Mbah Mo,restaurants,4.4,"Jl. Parangtritis No.Km, RW.11, Code, Trirenggo, Kec. Bantul, Kabupaten Bantul, Daerah Istimewa Yogyakarta 55715","Noodle shop, Diner",kuliner,50000,,bakmi jawa mbah mo restaurants noodle shop diner parangtritis km rw code trirenggo bantul bantul
Lesehan Kangen Roso ( ꧋ꦭꦺꦱꦺꦲꦤ꧀ꦏꦔꦼꦤ꧀ꦫꦺꦴꦱꦺꦴ ),restaurants,4.6,"Jl. Kauman No.51, Ngupasan, Kec. Gondomanan, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55132",Diner,kuliner,50000,,lesehan kangen roso restaurants diner kauman ngupasan gondomanan
Gudeg Jogja Malioboro,restoran jawa,4.7,"Jl. Malioboro No.79, Sosromenduran, Gedong Tengen, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55271",Javanese restaurant,kuliner,50000,,gudeg jogja malioboro restoran jawa javanese restaurant malioboro sosromenduran gedong tengen
Kandang Ingkung Resto & Kopi,restaurants,4.7,"Jitengan, Balecatur, Gamping, Sleman Regency, Special Region of Yogyakarta 55295",Restaurant,kuliner,50000,,kandang ingkung resto kopi restaurants restaurant jitengan balecatur gamping sleman regency special region
Bakmi & Bajigur Kadin Mbah Hj. Karto Pak Rochadi (Yang Otentik Papan Nama Besar Logo Hanya 1),restaurants,4.0,"Jl. Bintaran Kulon No.3, Wirogunan, Kec. Mergangsan, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55151",Noodle shop,kuliner,50000,,bakmi bajigur kadin mbah hj karto pak rochadi otentik papan nama besar logo hanya restaurants noodle shop bintaran kulon wirogunan mergangsan
McDonald's Sudirman Jogja,restaurants,4.5,"Jl. Jend. Sudirman No.38, Kotabaru, Kec. Gondokusuman, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55224","Fast food restaurant, Breakfast restaurant",kuliner,50000,,mcdonald sudirman jogja restaurants fast food restaurant breakfast restaurant jend sudirman kotabaru gondokusuman
Gudeg Pincuk Malioboro Bu Djati ꧋ꦒꦸꦣꦼꦒ꧀ꦥꦶꦚ꧀ꦕꦸꦏ꧀ꦩꦭꦶꦪꦧꦫꦧꦸꦣ꧀ꦗꦠꦶ,javanese restaurant,4.5,"Teras Malioboro, Jl. Margo Mulyo No.28 1, Ngupasan, Kec. Gondomanan, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55122","Javanese restaurant, Restaurant",kuliner,50000,,gudeg pincuk malioboro bu djati javanese restaurant javanese restaurant restaurant teras malioboro margo mulyo ngupasan gondomanan
Rumah Makan Gabrio,restaurants,4.8,"Jl. Prof. DR. Soepomo Sh No.3, Warungboto, Kec. Umbulharjo, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55164","Restaurant, Buffet restaurant, Diner",kuliner,50000,,rumah makan gabrio restaurants restaurant buffet restaurant diner prof dr soepomo sh warungboto umbulharjo
Bakmi Jawa Pak Pele,restaurants,4.2,"Alun-Alun Utara St, Panembahan, Kraton, Yogyakarta City, Special Region of Yogyakarta 55131","Noodle shop, Indonesian restaurant",kuliner,50000,,bakmi jawa pak pele restaurants noodle shop indonesian restaurant alun alun utara st panembahan kraton city special region
R.M. Kasmaran,restaurants,4.4,"Jl. Malioboro No.35, Sosromenduran, Gedong Tengen, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55271",Indonesian restaurant,kuliner,50000,,kasmaran restaurants indonesian restaurant malioboro sosromenduran gedong tengen
Geblek Pari,restaurants,4.4,"Pronosutan, Kembang, Nanggulan, Kulon Progo Regency, Special Region of Yogyakarta 55671","Restaurant, Tourist attraction",kuliner,25000,,geblek pari restaurants restaurant tourist attraction pronosutan kembang nanggulan kulon progo regency special region
Soto Pak Sholeh Kridosono Kotabaru Yogyakarta,restoran soto,4.4,"Parkir Stadion kridosono, Jl. Yos Sudarso No.28, Kotabaru, Kec. Gondokusuman, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55224","Soto restaurant, Indonesian restaurant",kuliner,50000,,soto pak sholeh kridosono kotabaru restoran soto soto restaurant indonesian restaurant parkir stadion kridosono yos sudarso kotabaru gondokusuman
Sambel Welut Pak Sabar,restoran jawa,4.5,"49XG+6CM, Unnamed Road, Glagah Kidul, Tamanan, Kec. Banguntapan, Kabupaten Bantul, Daerah Istimewa Yogyakarta 55191",Javanese restaurant,kuliner,50000,,sambel welut pak sabar restoran jawa javanese restaurant unnamed road glagah kidul tamanan banguntapan bantul
Warung Watoe Gadjah,restaurants,4.3,"79QW+R5F, Plumbon, Sardonoharjo, Kec. Ngaglik, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55581",Restaurant,kuliner,50000,,warung watoe gadjah restaurants restaurant plumbon sardonoharjo ngaglik sleman
Warung Burjo Sundawa,restaurants,4.3,"59R9+9H3, Jl. Mantrigawen Lor, Keparakan, Kec. Mergangsan, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55131","Restaurant, Breakfast restaurant",kuliner,25000,,warung burjo sundawa restaurants restaurant breakfast restaurant mantrigawen lor keparakan mergangsan
Claw & Koyor Gudeg Mrs. Sum Tamansari,restoran jawa,4.4,"59R4+PF6, Notoprajan, Ngampilan, Yogyakarta City, Special Region of Yogyakarta 55142",Javanese restaurant,kuliner,50000,,claw koyor gudeg mrs sum tamansari restoran jawa javanese restaurant notoprajan ngampilan city special region
Rumah Makan Candra,restoran jawa,4.7,"694C+MQ2, Jl. Mas Suharto, Tegal Panggung, Kec. Danurejan, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55212",Javanese restaurant,kuliner,50000,,rumah makan candra restoran jawa javanese restaurant mas suharto tegal panggung danurejan
Sate Klathak Pak Pong,restoran sate,4.3,"Jl. Sultan Agung No.18, Jejeran II, Wonokromo, Kec. Pleret, Kabupaten Bantul, Daerah Istimewa Yogyakarta 55791",Satay restaurant,kuliner,50000,,sate klathak pak pong restoran sate satay restaurant sultan agung jejeran ii wonokromo pleret bantul
Sate Kambing Asli Tambak Segaran,restaurants,4.3,"Jl. Brigjen Katamso No.192, Keparakan, Kec. Mergangsan, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55131","Diner, Restaurant, Satay restaurant",kuliner,50000,,sate kambing asli tambak segaran restaurants diner restaurant satay restaurant brigjen katamso keparakan mergangsan
HeHa Sky View,taman hiburan,4.5,"Jl. Dlingo-Patuk No.2, Patuk, Bukit, Kec. Patuk, Kabupaten Gunungkidul, Daerah Istimewa Yogyakarta 55862","Restaurant, Amusement park",kuliner,50000,,heha sky view taman hiburan restaurant amusement park dlingo patuk patuk bukit patuk gunungkidul
Bakmi Jawa Pak Rebo,restaurants,4.4,"Jl. Brigjen Katamso, Keparakan, Kec. Mergangsan, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55131","Noodle shop, Javanese restaurant",kuliner,50000,,bakmi jawa pak rebo restaurants noodle shop javanese restaurant brigjen katamso keparakan mergangsan
Warung Eswe Jogja (Masakan Pedas),restaurants,4.6,"Jl. MT. Haryono No.9, Suryodiningratan, Kec. Mantrijeron, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55141",Restaurant,kuliner,50000,,warung eswe jogja masakan pedas restaurants restaurant mt haryono suryodiningratan mantrijeron
Wedang Kopi Prambanan,restaurants,4.5,"Jl. Raya Manisrenggo - Prambanan No.16, Area Sawah, Bugisan, Kec. Prambanan, Kabupaten Klaten, Jawa Tengah 57454","Restaurant, Coffee store",kuliner,50000,,wedang kopi prambanan restaurants restaurant coffee store raya manisrenggo prambanan area sawah bugisan prambanan klaten jawa tengah
Bebek Goreng Mima,restaurants,4.5,"Jl. KH Wahid Hasyim No.29, RW.7, Notoprajan, Ngampilan, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55262",Indonesian restaurant,kuliner,50000,,bebek goreng mima restaurants indonesian restaurant kh wahid hasyim rw notoprajan ngampilan
Bakso dan Es Buah PK Pakuningratan,restoran bakso,4.5,"Jl. Pakuningratan No.76 A, Cokrodiningratan, Kec. Jetis, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55233","Bakso restaurant, Diner",kuliner,25000,,bakso es buah pk pakuningratan restoran bakso bakso restaurant diner pakuningratan cokrodiningratan jetis
Mangut Lele Dapur Asli Mbok Marto Ijoyo,restoran jawa tengah,4.5,"Jl. Sewon Indah, Ngireng-ireng, Panggungharjo, Kec. Sewon, Kabupaten Bantul, Daerah Istimewa Yogyakarta 55188","Central Javanese restaurant, Restaurant",kuliner,25000,,mangut lele dapur asli mbok marto ijoyo restoran jawa tengah central javanese restaurant restaurant sewon indah ngireng ireng panggungharjo sewon bantul
La Barka Resto,restaurants,4.5,"662M+CJG, Wijilan, Wijimulyo, Kec. Nanggulan, Kabupaten Kulon Progo, Daerah Istimewa Yogyakarta 55671",Restaurant,kuliner,50000,,la barka resto restaurants restaurant cjg wijilan wijimulyo nanggulan kulon progo
Kadipiro Plus Soto House,restoran soto,4.4,"Wates St No.48, Sonosewu, Ngestiharjo, Kasihan, Bantul Regency, Special Region of Yogyakarta 55184","Soto restaurant, Breakfast restaurant, Diner, Soto ayam restaurant",kuliner,50000,,kadipiro plus soto house restoran soto soto restaurant breakfast restaurant diner soto ayam restaurant wates st sonosewu ngestiharjo kasihan bantul regency special region
Sejenis Warung Ramen n Katsu,restoran ramen,4.5,"Jalan Ahmad Yani, Ramai Mall, Foodcourt Lantai 4, Ngupasan, Yogyakarta, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55262","Ramen restaurant, Diner",kuliner,50000,,sejenis warung ramen katsu restoran ramen ramen restaurant diner ahmad yani ramai mall foodcourt lantai ngupasan
Rumah Makan Es Eny,restaurants,3.9,"Jl. A.M. Sangaji No.23, Cokrodiningratan, Kec. Jetis, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55233","Buffet restaurant, Bakso restaurant, Indonesian restaurant",kuliner,50000,,rumah makan es eny restaurants buffet restaurant bakso restaurant indonesian restaurant sangaji cokrodiningratan jetis
Sate Babi Ketandan,satay restaurant,4.4,"Jl. Ketandan Kulon, Ngupasan, Kec. Gondomanan, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55122","Satay restaurant, Bakso restaurant",kuliner,50000,,sate babi ketandan satay restaurant satay restaurant bakso restaurant ketandan kulon ngupasan gondomanan
SATE KLATAK MBAK LALA,restaurants,4.8,"Parkiran Timur, Pasar Kolombo, Depan Makam Kolombo Jl. Kaliurang No.km 7, Kentungan, Condongcatur, Kec. Depok, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55283",Restaurant,kuliner,50000,,sate klatak mbak lala restaurants restaurant parkiran timur pasar kolombo depan makam kolombo kaliurang km kentungan condongcatur depok sleman
Rumah Makan Gebyok Jati,javanese restaurant,4.3,"59R2+R76, Jl. Letjen S.Parman, Patangpuluhan, Wirobrajan, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55251",Javanese restaurant,kuliner,50000,,rumah makan gebyok jati javanese restaurant javanese restaurant letjen parman patangpuluhan wirobrajan
Ayam Pedas Artomoro,restaurants,4.5,"Jalan Palagan Tentara Pelajar Km.7,8 No.30s, Jl. Palagan Tentara Pelajar, Karang Moko, Sariharjo, Kec. Ngaglik, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55581",Chicken restaurant,kuliner,50000,,ayam pedas artomoro restaurants chicken restaurant palagan tentara pelajar km palagan tentara pelajar karang moko sariharjo ngaglik sleman
Rumah Makan Padang Murah Jaya,restoran padang,3.6,"Jl. KH. Ahmad Dahlan No.86, Ngampilan, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55261",Padang restaurant,kuliner,25000,,rumah makan padang murah jaya restoran padang padang restaurant kh ahmad dahlan ngampilan
MayaM Indonesia,restaurants,5.0,"Jl. Ibu Ruswo Jl. Jomegatan No.1, Ngupasan, Kec. Gondomanan, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55122",Indonesian restaurant,kuliner,50000,,mayam restaurants indonesian restaurant ibu ruswo jomegatan ngupasan gondomanan
Gudeg Basah Bu Sri Kadipiro,restoran jawa,4.5,"JL. Wates, Km. 2, Kadipiro, Sonosewu, Ngestiharjo, Kec. Kasihan, Kabupaten Bantul, Daerah Istimewa Yogyakarta 55184","Javanese restaurant, Diner",kuliner,25000,,gudeg basah bu sri kadipiro restoran jawa javanese restaurant diner wates km kadipiro sonosewu ngestiharjo kasihan bantul
Gudeg Bu Widodo 2,restoran jawa,4.7,"Jl. Wijilan No.14-2, Panembahan, Kecamatan Kraton, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55131",Javanese restaurant,kuliner,50000,,gudeg bu widodo restoran jawa javanese restaurant wijilan panembahan kecamatan kraton
Rumah Makan Bahagia,restoran padang,5.0,"Jl. Margo Mulyo No.6, Ngupasan, Kec. Gondomanan, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55122","Padang restaurant, Indonesian restaurant",kuliner,50000,,rumah makan bahagia restoran padang padang restaurant indonesian restaurant margo mulyo ngupasan gondomanan
GRILL JOGJA_ID - Sewa Alat Grill & BBQ Jogja Kota Home Service,restoran barbeque korea,5.0,"Jl. Jagalan - Beji, Purwokinanti, Pakualaman, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55166",Korean barbecue restaurant,kuliner,50000,,grill jogja id sewa alat grill bbq jogja home service restoran barbeque korea korean barbecue restaurant jagalan beji purwokinanti pakualaman
Warung Rifa Prasmanan Makanan Jawa,restoran jawa,4.5,"Jl. Beskalan Nomer No.1, Ngupasan, Kec. Gondomanan, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55122","Javanese restaurant, Buffet restaurant, Diner",kuliner,50000,,warung rifa prasmanan makanan jawa restoran jawa javanese restaurant buffet restaurant diner beskalan nomer ngupasan gondomanan
Kentuku Fried Chicken Nasi Urap Pak Untung,restaurants,4.7,"59W9+H4W, Jl. Ibu Ruswo, Prawirodirjan, Kec. Gondomanan, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55131","Brunch restaurant, Breakfast restaurant, Fried chicken takeaway",kuliner,25000,,kentuku fried chicken nasi urap pak untung restaurants brunch restaurant breakfast restaurant fried chicken takeaway ibu ruswo prawirodirjan gondomanan
Angkringan Wisata Sayidan,restaurants,4.7,"2 No.100, Jl. Sayidan GM No.2 no 63, RT.12/RW.04, Prawirodirjan, Kec. Gondomanan, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55121",Diner,kuliner,50000,,angkringan wisata sayidan restaurants diner sayidan gm rt rw prawirodirjan gondomanan
"Sate Ayam Khas Ambal, Malioboro Jogja",restoran sate,4.2,"Pajeksan GT1/535 Rw32 Rt08, Sosromenduran, Gedong Tengen, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55271",Satay restaurant,kuliner,50000,,sate ayam khas ambal malioboro jogja restoran sate satay restaurant pajeksan sosromenduran gedong tengen
"Djoen Bakery, Coffee & Resto Malioboro",coffee shops,4.6,"Jl. Margo Mulyo No.78, Ngupasan, Kec. Gondomanan, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55122","Restaurant, Bakery, Cafe, Coffee shop",kuliner,50000,,djoen bakery coffee resto malioboro coffee shops restaurant bakery cafe coffee shop margo mulyo ngupasan gondomanan
Sate Kere Beringharjo,satay restaurant,4.8,"6928+93Q, Jl. Margo Mulyo, Ngupasan, Kec. Gondomanan, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55122",Satay restaurant,kuliner,50000,,sate kere beringharjo satay restaurant satay restaurant margo mulyo ngupasan gondomanan
Gudeg Yu Narni Wijilan,restoran jawa,4.5,"Jl. Wijilan No.1, Panembahan, Kecamatan Kraton, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55131",Javanese restaurant,kuliner,50000,,gudeg yu narni wijilan restoran jawa javanese restaurant wijilan panembahan kecamatan kraton
SOTO BATHOK SOR RINGIN,restoran soto,4.5,"59W8+V3P, Prawirodirjan, Gondomanan, Yogyakarta City, Special Region of Yogyakarta 55121",Soto restaurant,kuliner,50000,,soto bathok sor ringin restoran soto soto restaurant prawirodirjan gondomanan city special region
Ichiban Sushi - Plaza Malioboro,restaurants,4.5,"Jl. Malioboro No.52 - 58, Sosromenduran, Gedong Tengen, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55271","Japanese restaurant, Restaurant, Sushi restaurant",kuliner,50000,,ichiban sushi plaza malioboro restaurants japanese restaurant restaurant sushi restaurant malioboro sosromenduran gedong tengen
ESCO RESTAURANT & NO.27 COFFEE,cafes,4.6,"Jl. Pringgodani Jl. Demangan Baru No.14, Mrican, Caturtunggal, Kec. Depok, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55281","Cafe, Coffee shop",kuliner,50000,,esco restaurant coffee cafes cafe coffee shop pringgodani demangan baru mrican caturtunggal depok sleman
Grand Malioboro Yogyakarta,hotels,4.4,"Jl. Dagen No.85, Sosromenduran, Gedong Tengen, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55271",Hotel,hotel,350000,,grand malioboro hotels hotel dagen sosromenduran gedong tengen
Sans Hotel Prime Cailendra Yogyakarta,hotels,4.5,"Jl. Taman Siswa No.91, Wirogunan, Kec. Mergangsan, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55111",Hotel,hotel,350000,,sans hotel prime cailendra hotels hotel taman siswa wirogunan mergangsan
Sahid Raya Yogyakarta Hotel & Convention Yogyakarta,hotels,4.5,"Jl. Babarsari No.2, Janti, Caturtunggal, Kec. Depok, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55281","Hotel, Convention center",hotel,350000,,sahid raya hotel convention hotels hotel convention center babarsari janti caturtunggal depok sleman
Hotel Madina Inn Yogyakarta,hotels,4.7,"Jl. Taman Siswa No.56, Wirogunan, Kec. Mergangsan, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55151",Hotel,hotel,350000,,hotel madina inn hotels hotel taman siswa wirogunan mergangsan
Cavinton Hotel Malioboro Yogyakarta,hotels,4.5,"Jl. Letjen Suprapto No.1, Ngampilan, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55261",Hotel,hotel,350000,,cavinton hotel malioboro hotels hotel letjen suprapto ngampilan
RedDoorz near Tugu Yogyakarta,hotels,3.5,"Jl. Pakuningratan No.1, Tugu, Cokrodiningratan, Kec. Jetis, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55233",Hotel,hotel,350000,,reddoorz near tugu hotels hotel pakuningratan tugu cokrodiningratan jetis
Swiss-Belboutique Yogyakarta,hotels,4.8,"Jl. Jend. Sudirman No.69, Terban, Kec. Gondokusuman, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55224",Hotel,hotel,350000,,swiss belboutique hotels hotel jend sudirman terban gondokusuman
The Victoria Hotel Yogyakarta,hotels,4.4,"Jl. Pakel No.5, Tempel, Caturtunggal, Kec. Depok, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55281",Hotel,hotel,350000,,victoria hotel hotels hotel pakel tempel caturtunggal depok sleman
Royal Ambarrukmo Yogyakarta,hotels,4.8,"Jl. Laksda Adisucipto No.81, Ambarukmo, Caturtunggal, Kec. Depok, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55281","Hotel, Conference center, Heritage building, Live music bar, Restaurant, Spa, Swimming pool, Wedding venue",hotel,350000,,royal ambarrukmo hotels hotel conference center heritage building live music bar restaurant spa swimming pool wedding venue laksda adisucipto ambarukmo caturtunggal depok sleman
"Bobopod Malioboro, Yogyakarta",hotels,4.6,"Jl. Malioboro No.39, Sosromenduran, Gedong Tengen, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55271","Capsule hotel, Hotel",hotel,350000,,bobopod malioboro hotels capsule hotel hotel malioboro sosromenduran gedong tengen
Paku Mas Hotel,hotels,4.7,"Jl. Nogopuro No.35, Ambarukmo, Caturtunggal, Kec. Depok, Yogyakarta, Daerah Istimewa Yogyakarta 55281","Hotel, Banquet hall, Function room facility, Indonesian restaurant, Meeting planning service, Resort hotel, Swimming pool, Wellness hotel",hotel,350000,,paku mas hotel hotels hotel banquet hall function room facility indonesian restaurant meeting planning service resort hotel swimming pool wellness hotel nogopuro ambarukmo caturtunggal depok
Pandanaran Prawirotaman Yogyakarta,hotels,4.3,"Jl. Prawirotaman No.38, Brontokusuman, Kec. Mergangsan, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55153","Hotel, Convention center, Restaurant, Wedding venue",hotel,350000,,pandanaran prawirotaman hotels hotel convention center restaurant wedding venue prawirotaman brontokusuman mergangsan
Top Malioboro Hotel Jogja,hotels,4.1,"Jl. HOS Cokroaminoto No.145, Tegalrejo, Kec. Tegalrejo, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55244",Hotel,hotel,350000,,malioboro hotel jogja hotels hotel hos cokroaminoto tegalrejo tegalrejo
Jambuluwuk Malioboro Hotel,hotels,4.5,"Jl. Gajah Mada No.67, Purwokinanti, Pakualaman, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55166",Hotel,hotel,350000,,jambuluwuk malioboro hotel hotels hotel gajah mada purwokinanti pakualaman
Malioboro Inn Hotel,hotels,4.3,"Sosrowijayan St No.23 - 25, Sosromenduran, Gedong Tengen, Yogyakarta City, Special Region of Yogyakarta 55271",Hotel,hotel,350000,,malioboro inn hotel hotels hotel sosrowijayan st sosromenduran gedong tengen city special region
The Cube Malioboro Hotel Yogyakarta,hotels,4.2,"Jl. Parangtritis No.16, Mantrijeron, Kec. Mantrijeron, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55143",Hotel,hotel,350000,,cube malioboro hotel hotels hotel parangtritis mantrijeron mantrijeron
Hotel Tentrem Yogyakarta,hotels,4.8,"Jl. P. Mangkubumi No.72A, Cokrodiningratan, Kec. Jetis, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55233",Hotel,hotel,350000,,hotel tentrem hotels hotel mangkubumi cokrodiningratan jetis
The Manohara Hotel Yogyakarta,hotels,4.7,"Jl. Affandi No.35, Gejayan, Caturtunggal, Kec. Depok, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55281",Hotel,hotel,350000,,manohara hotel hotels hotel affandi gejayan caturtunggal depok sleman
Emersia Malioboro Hotel,hotels,4.4,"Jl. Gowongan Kidul No.34, Gowongan, Kec. Jetis, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55232",Hotel,hotel,350000,,emersia malioboro hotel hotels hotel gowongan kidul gowongan jetis
Luxury Malioboro Yogyakarta Hotel,hotels,4.4,"Jl. Gowongan Kidul No.57, Sosromenduran, Gedong Tengen, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55271",Hotel,hotel,350000,,luxury malioboro hotel hotels hotel gowongan kidul sosromenduran gedong tengen
Hotel Novatel,hotels,3.8,"Jl. KH Wahid Hasyim No.61, Notoprajan, Ngampilan, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55262",Hotel,hotel,350000,,hotel novatel hotels hotel kh wahid hasyim notoprajan ngampilan
Jogja Backpacker Home,hostel,4.8,"Gg. Ledok Tukangan Jl. Mas Suharto No.2, Tegal Panggung, Kec. Danurejan, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55212","Hostel, Guest house, Hotel, Inn, Lodge, Motel, Homestay, Villa",hotel,350000,,jogja backpacker home hostel hostel guest house hotel inn lodge motel homestay villa gg ledok tukangan mas suharto tegal panggung danurejan
Kinasih Hotel Yogyakarta,hotels,4.1,"Jl. Wates Jl. Nitipuran No.347 Km 2, Sonosewu, Ngestiharjo, Kec. Kasihan, Kabupaten Bantul, Daerah Istimewa Yogyakarta 55182",Hotel,hotel,350000,,kinasih hotel hotels hotel wates nitipuran km sonosewu ngestiharjo kasihan bantul
YezYezYez Yogyakarta,hostel,4.5,"Gg. Batik Gringsing No.509, Brontokusuman, Kec. Mergangsan, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55153",Hostel,hotel,150000,,yezyezyez hostel hostel gg batik gringsing brontokusuman mergangsan
The Alana Hotel & Conference Center Malioboro,hotels,4.8,"Jl. Mayjend Sutoyo No.52, Mantrijeron, Kec. Mantrijeron, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55143","Hotel, Resort hotel, Restaurant",hotel,350000,,alana hotel conference center malioboro hotels hotel resort hotel restaurant mayjend sutoyo mantrijeron mantrijeron
ibis Styles Yogyakarta,hotels,4.5,"Jl. Dagen Jl. Jogonegaran No.109, Sosromenduran, Gedong Tengen, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55271",Hotel,hotel,350000,,ibis styles hotels hotel dagen jogonegaran sosromenduran gedong tengen
All Nite & Day Hotel Gejayan Yogyakarta,hotels,4.2,"Jl. Affandi No.17C, Klitren, Kec. Gondokusuman, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55222","Hotel, Free parking lot, Meeting planning service, Restaurant, Swimming pool",hotel,350000,,nite day hotel gejayan hotels hotel free parking lot meeting planning service restaurant swimming pool affandi klitren gondokusuman
Urbanview Omah Eka Santi by RedDoorz,hotels,4.0,"Jl. Tri Margo Kulon No.9A, Karangwaru, Kec. Tegalrejo, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55241",Hotel,hotel,350000,,urbanview omah eka santi reddoorz hotels hotel tri margo kulon karangwaru tegalrejo
THE 1O1 Yogyakarta Tugu,hotels,4.7,"Jl. Margo Utomo No.103, Gowongan, Kec. Jetis, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55232",Hotel,hotel,350000,,tugu hotels hotel margo utomo gowongan jetis
Uniq Hotel Yogyakarta,hotels,4.3,"Jl. Magelang No.61, Kricak, Kec. Tegalrejo, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55242",Hotel,hotel,350000,,uniq hotel hotels hotel magelang kricak tegalrejo
Wonderloft Hostel Jogja,hostel,4.6,"Tirtodipuran St No.47, Mantrijeron, Yogyakarta City, Special Region of Yogyakarta 55143",Hostel,hotel,150000,,wonderloft hostel jogja hostel hostel tirtodipuran st mantrijeron city special region
Hotel Citradream Yogyakarta,hotels,4.3,"Jl. A.M. Sangaji No.28, RT.038/RW.008, Cokrodiningratan, Kec. Jetis, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55233",Hotel,hotel,350000,,hotel citradream hotels hotel sangaji rt rw cokrodiningratan jetis
Hotel Poncowinatan - Tugu,hotels,4.3,"Jl. Poncowinatan No.3, Gowongan, Kec. Jetis, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55233",Hotel,hotel,350000,,hotel poncowinatan tugu hotels hotel poncowinatan gowongan jetis
Adhisthana Hotel,hotels,4.5,"Jl. Prawirotaman 2 No.613, Brontokusuman, Kec. Mergangsan, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55153",Hotel,hotel,350000,,adhisthana hotel hotels hotel prawirotaman brontokusuman mergangsan
Hotel O Jalan Malioboro Near Stasiun Tugu Yogyakarta Formerly Hotel Baru,hotels,3.8,"Jl. Gowongan Kidul No.19, Gowongan, Kec. Jetis, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55232",Hotel,hotel,350000,,hotel malioboro near stasiun tugu hotel baru hotels hotel gowongan kidul gowongan jetis
JOGJA DAY INN,hotels,4.7,"Jl. Rejowinangun Gg. III No.388, Rejowinangun, Kec. Kotagede, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55171","Hotel, Hostel",hotel,350000,,jogja day inn hotels hotel hostel rejowinangun gg iii rejowinangun kotagede
Hotel Kalingga,hotels,3.9,"Jl. Juminahan No.50 C, Purwokinanti, Pakualaman, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55166",Hotel,hotel,350000,,hotel kalingga hotels hotel juminahan purwokinanti pakualaman
